,Event.Id,Accident.Number,Event.Date,Location,Country,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
3190,20020917X04815,LAX83FUJ03,1982-11-04,"BULLHEAD CITY, AZ",United States,BULLHEAD CITY,Non-Fatal,Substantial,Airplane,N7733V,Cessna,177RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,04-11-1983
3192,20020917X04219,ANC83FA012,1982-11-04,"NELSON LAGOON, AK",United States,NELSON LAGOON,Non-Fatal,Substantial,Airplane,N4752C,Fairchild,C-82,No,2.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,04-11-1983
3194,20020917X05087,NYC83LA021,1982-11-05,"NANTUCKET, MA",United States,NANTUCKET,Non-Fatal,Substantial,Airplane,N7689Y,Piper,PA-30,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,05-11-1983
3195,20020917X05086,NYC83LA020,1982-11-05,"GREENVILLE, PA",United States,GREENVILLE,Non-Fatal,Substantial,Airplane,N203CB,Piper,PA-28-140,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,05-11-1983
3196,20020917X05003,MKC83LA013,1982-11-05,"BUCKLIN, KS",United States,BUCKLIN,Non-Fatal,Substantial,Airplane,N7432N,Cessna,182D,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,05-11-1983
3199,20020917X04855,LAX83LA026,1982-11-05,"SAN FRANCISCO, CA",United States,SAN FRANCISCO INTERN.,Non-Fatal,Substantial,Airplane,N65SA,Swearingen,SA-226TC,No,2.0,Turbo Prop,Unknown,0.0,0.0,2.0,2.0,VMC,Takeoff,Probable Cause,05-11-1983
3203,20020917X05161,SEA83LA020,1982-11-06,"MCCALL, ID",United States,MCCALL MUNICIPAL,Non-Fatal,Substantial,Airplane,N6807R,Cessna,T210G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,06-11-1983
3206,20020917X05004,MKC83LA014,1982-11-06,"DES MOINES, IA",United States,DES MOINES MUNI,Non-Fatal,Substantial,Airplane,N6012J,Beech,C23,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,06-11-1983
3207,20020917X04884,LAX83LVG02,1982-11-06,"CALISTOGA, CA",United States,CALISTOGA AIR PARK,Non-Fatal,Substantial,Glider,N3682,Schleicher,ASW-20,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,06-11-1983
3208,20020917X04856,LAX83LA027,1982-11-06,"ANTIOCH, CA",United States,ANTIOCH,Non-Fatal,Substantial,Airplane,N54983,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,06-11-1983
3210,20020917X04653,FTW83FPJ01,1982-11-06,"3 MILES NE OF E, OK",United States,EDMOND AIRPORT,Non-Fatal,Substantial,Airplane,N83269,Piper,PA-28RT-201T,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,06-11-1983
3211,20020917X04561,DEN83LA015,1982-11-06,"HOLLY, CO",United States,HOLLY,Non-Fatal,Substantial,Airplane,N732FM,Cessna,T210,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,06-11-1983
3212,20020917X04559,DEN83LA013,1982-11-06,"CUT BANK, MT",United States,CUT BANK MUNICIPAL,Non-Fatal,Substantial,Airplane,N4253D,Beech,G35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,06-11-1983
3218,20020917X05089,NYC83LA023,1982-11-07,"PROSPECTVILLE, PA",United States,TURNER,Non-Fatal,Substantial,Airplane,N2230H,Ercoupe,415C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,07-11-1983
3219,20020917X04985,MKC83FCA02,1982-11-07,"GERALD, MO",United States,HAHN PRIVATE,Non-Fatal,Substantial,Gyrocraft,N31048,Bensen,M8M,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,07-11-1983
3221,20020917X04656,FTW83FPM03,1982-11-07,"TULSA, OK",United States,TULSA INTERNATIONAL,Non-Fatal,Substantial,Airplane,N67798,Cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,Probable Cause,07-11-1983
3222,20020917X04533,DEN83FA012,1982-11-07,"BROOMFIELD, CO",United States,JEFFERSON COUNTY,Fatal(1),Substantial,Airplane,N1008Q,Cessna,310H,No,2.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,07-11-1983
3223,20020917X04466,CHI83LA035,1982-11-07,"PORT HOPE, MI",United States,AIR PORT HOPE,Non-Fatal,Substantial,Airplane,N5301D,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,07-11-1983
3224,20020917X04463,CHI83LA032,1982-11-07,"BOSTON HEIGHTS, OH",United States,NORTHFIELD,Non-Fatal,Substantial,Airplane,N78309,Temco,GC-1B,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,07-11-1983
3225,20020917X04357,ATL83LA026,1982-11-07,"LORIS, SC",United States,TWIN CITIES AIRPORT,Non-Fatal,Substantial,Airplane,N2896E,Cessna,172N,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Taxi,Probable Cause,07-11-1983
3226,20020917X04972,MKC83FA017,1982-11-08,"NORFOLK, NE",United States,KARL STEFAN MEM'L.,Fatal(1),Destroyed,Airplane,N715GA,Grumman American,GA-7,No,2.0,Reciprocating,Unknown,1.0,0.0,1.0,0.0,IMC,Approach,Probable Cause,08-11-1983
3230,20020917X04358,ATL83LA027,1982-11-08,"BIRMINGHAM, AL",United States,BIRMINGHAM MUNI,Non-Fatal,Substantial,Airplane,N2633L,Cessna,172H,No,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Descent,Probable Cause,08-11-1983
3232,20020917X04464,CHI83LA033,1982-11-08,"EVANSVILLE, IN",United States,DRESS REGIONAL,Non-Fatal,Substantial,Airplane,N98442,Cessna,421C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,08-11-1983
3233,20020917X04785,LAX83FA030,1982-11-09,"SCOTTSDALE, AZ",United States,PHOENIX SKY HARBOR,Fatal(1),Destroyed,Airplane,N86041,Cessna,T337D,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,09-11-1983
3234,20020917X04701,FTW83LA035,1982-11-09,"MIDLAND, TX",United States,MIDLAND AIRPARK,Non-Fatal,Substantial,Airplane,N1767X,Cessna,T210L,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,Probable Cause,09-11-1983
3240,20020917X05093,NYC83LA027,1982-11-10,"DANIELSON, CT",United States,DANIELSON,Non-Fatal,Substantial,Airplane,N4032Q,Cessna,402,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,10-11-1983
3241,20020917X05092,NYC83LA026,1982-11-10,"ELLINGTON, CT",United States,ELLINGTON,Non-Fatal,Substantial,Airplane,N24293,Cessna,C152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,10-11-1983
3242,20020917X04860,LAX83LA032,1982-11-10,"ALTURAS, CA",United States,ALTURAS MUNICIPAL,Non-Fatal,Substantial,Airplane,N4079J,Piper,PA-31-350,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,10-11-1983
3243,20020917X04562,DEN83LA016,1982-11-10,"BEULAH, ND",United States,BEULAH MUNI,Non-Fatal,Substantial,Airplane,N739FZ,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Takeoff,Probable Cause,10-11-1983
3244,20020917X04233,ANC83LA013,1982-11-10,"FORT YUKON, AK",United States,FORT YUKON,Non-Fatal,Substantial,Airplane,N36829,Beech,A36,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,10-11-1983
3249,20020917X05091,NYC83LA025,1982-11-11,"MORRISTOWN, NJ",United States,MORRISTOWN,Non-Fatal,Substantial,Airplane,N3974Y,Cessna,210D,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,11-11-1983
3250,20020917X04567,DEN83LA023,1982-11-11,"DURANGO, CO",United States,ANIMAS,Non-Fatal,Substantial,Airplane,N9164A,Cessna,170A,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,11-11-1983
3251,20020917X04563,DEN83LA017,1982-11-11,"ENGLEWOOD, CO",United States,ARAPAHOE COUNTY,Non-Fatal,Substantial,Airplane,N274MA,Mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,11-11-1983
3255,20020917X04564,DEN83LA018,1982-11-12,"ST. IGNATIUS, MT",United States,ST. IGNATIUS,Non-Fatal,Substantial,Airplane,N733UE,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,12-11-1983
3256,20020917X04973,MKC83FA019,1982-11-12,"WICHITA, KS",United States,MID CONTINENT,Non-Fatal,Substantial,Airplane,N2627U,Cessna,501,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,12-11-1983
3257,20020917X05160,SEA83LA019,1982-11-13,"VERNONIA, OR",United States,VERNONIA,Non-Fatal,Destroyed,Airplane,N9459W,Piper,PA-28-235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,13-11-1983
3258,20020917X05131,SEA83FA018,1982-11-13,"LYNNWOOD, WA",United States,MARTHA LAKE,Fatal(2),Destroyed,Airplane,N6943M,Stinson,108-3,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,13-11-1983
3261,20020917X04359,ATL83LA030,1982-11-13,"TALLADEGA, AL",United States,TALLADEGA MUNICIPAL,Non-Fatal,Substantial,Airplane,N6861V,Mooney,M20F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,13-11-1983
3262,20020917X05094,NYC83LA028,1982-11-13,"WEST MIFFLIN, PA",United States,ALLEGHENY COUNTY,Non-Fatal,Substantial,Helicopter,N72590,Aerospatiale,SA316B,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,3.0,VMC,Maneuvering,Probable Cause,13-11-1983
3264,20020917X04889,LAX83LVW01,1982-11-14,"DEATH VALLEY, CA",United States,DEATH VALLEY AIRPORT,Non-Fatal,Destroyed,Airplane,N1234,Amateur Built,QUICKIE Q2,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,14-11-1983
3265,20020917X04337,ATL83IA032,1982-11-14,"CLARKSBURG, WV",United States,BENEDUM,Incident,Minor,Airplane,N8432Q,Cessna,185,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,14-11-1983
3266,20020917X04288,ATL83AA031,1982-11-14,"SPENCER, VA",United States,BLUE RIDGE AIRPORT,Fatal(8),Destroyed,Airplane,N3538R,Piper,PA-31-310,No,2.0,Reciprocating,Personal,8.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,14-11-1983
3267,20020917X05008,MKC83LA020,1982-11-14,"MARENGO, IA",United States,MARENGO,Non-Fatal,Substantial,Airplane,N1443T,Piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,14-11-1983
3268,20020917X04936,MIA83LA028,1982-11-14,"PENSACOLA, FL",United States,PENSACOLA REGIONAL,Non-Fatal,Substantial,Airplane,N2699V,Cessna,177RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,14-11-1983
3269,20020917X04702,FTW83LA036,1982-11-14,"ALEXANDRIA, LA",United States,PINEVILLE MUNICIPAL,Non-Fatal,Substantial,Airplane,N7682E,Champion,7FC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,14-11-1983
3270,20020917X04574,DEN83LA031,1982-11-14,"LEADVILLE, CO",United States,LAKE COUNTY,Non-Fatal,Substantial,Airplane,N8385W,Piper,PA28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,14-11-1983
3272,20020917X04937,MIA83LA029,1982-11-15,"BELLE GLADE, FL",United States,SEMINOLE SUGAR CORP.,Non-Fatal,Destroyed,Airplane,N163KT,Aero Commander,680,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,UNK,Standing,Probable Cause,15-11-1983
3273,20020917X05095,NYC83LA029,1982-11-15,"MORRISVILLE, VT",United States,MORRISVILLE/STONE,Non-Fatal,Substantial,Airplane,N2221N,Piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,Cruise,Probable Cause,15-11-1983
3275,20020917X04803,LAX83FJA02,1982-11-16,"HONOLULU, HI",United States,HONOLULU INTL. AIRPORT,Non-Fatal,Destroyed,Airplane,N56351,Piper,PA-28-140,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,16-11-1983
3277,20020917X05162,SEA83LA021,1982-11-16,"COVE, OR",United States,MINAM LODGE PRIVATE,Non-Fatal,Substantial,Airplane,N8123G,Cessna,U206,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,UNK,Landing,Probable Cause,16-11-1983
3279,20020917X05010,MKC83LA022,1982-11-16,"DUBUQUE, IA",United States,DUBUQUE MUNI,Non-Fatal,Substantial,Airplane,N68138,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,16-11-1983
3280,20020917X05009,MKC83LA021,1982-11-16,"WAHOO, NE",United States,WAHOO MUNI,Non-Fatal,Substantial,Airplane,N61128,Cessna,150J,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,16-11-1983
3281,20020917X04703,FTW83LA037,1982-11-16,"HOUSTON, TX",United States,LAKESIDE,Non-Fatal,Substantial,Airplane,N2677L,Beech,60,No,2.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,IMC,Landing,Probable Cause,16-11-1983
3282,20020917X04360,ATL83LA035,1982-11-16,"JENKINSBURG, GA",United States,PRIVATE DIRT STRIP,Non-Fatal,Substantial,Airplane,N3287Y,Cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,16-11-1983
3286,20020917X05013,MKC83LA029,1982-11-17,"WARRENBURG, MO",United States,SKYHAVEN,Non-Fatal,Substantial,Airplane,N64029,Cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,IMC,Taxi,Probable Cause,17-11-1983
3288,20020917X04469,CHI83LA038,1982-11-17,"GRAYSLAKE, IL",United States,CAMPBELL,Non-Fatal,Substantial,Airplane,N8259M,Piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,17-11-1983
3290,20020917X04235,ANC83LA015,1982-11-17,"ELIM, AK",United States,ELIM,Non-Fatal,Substantial,Airplane,N2780D,Cessna,170B,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,Maneuvering,Probable Cause,17-11-1983
3292,20020917X04492,DCA83AA005,1982-11-18,"MOUNTAIN VIEW, MO",United States,MOUTAIN VIEW AIRPORT,Fatal(3),Destroyed,Airplane,N2CA,Cessna,551,No,2.0,Turbo Fan,Business,3.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,18-11-1983
3293,20020917X04471,CHI83LA040,1982-11-18,"SHEBOYGAN, WI",United States,SHEBOYGAN COUNTY,Non-Fatal,Destroyed,Airplane,N6078U,Piper,601P,No,2.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,18-11-1983
3294,20020917X04472,CHI83LA041,1982-11-18,"MIDDLETOWN, OH",United States,HOOK,Non-Fatal,Substantial,Airplane,N714PW,Cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,18-11-1983
3296,20020917X04534,DEN83FA021,1982-11-18,"DENVER, CO",United States,STAPELTON INT'L.,Non-Fatal,Substantial,Airplane,N68056,Mcdonald Douglas,DC-10,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,136.0,VMC,Standing,Probable Cause,18-11-1983
3297,20020917X05057,NYC83FA030,1982-11-19,"PLYMOUTH, MA",United States,PLYMOUTH MUNICIPAL,Non-Fatal,Destroyed,Airplane,N9103J,Piper,PA-28-180,No,1.0,Reciprocating,Unknown,0.0,3.0,0.0,0.0,VMC,Takeoff,Probable Cause,19-11-1983
3304,20020917X04301,ATL83FA036,1982-11-19,"SARDIS, AL",United States,CRAIG FIELD,Fatal(1),Destroyed,Airplane,N7201Y,Mooney,M20J,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,19-11-1983
3305,20020917X04366,ATL83LA048,1982-11-19,"FULTON, KY",United States,FULTON,Non-Fatal,Substantial,Airplane,N2551S,Cessna,T-337C,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,19-11-1983
3309,20020917X04789,LAX83FA037,1982-11-20,"SANTA PAULA, CA",United States,SANTA PAULA,Non-Fatal,Destroyed,Airplane,N115EZ,Tifft-v,VARIEZE,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,20-11-1983
3313,20020917X04362,ATL83LA038,1982-11-20,"CLINTON, MD",United States,HYDE,Non-Fatal,Destroyed,Airplane,N5442L,Grumman,AA5,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-11-1983
3314,20020917X04303,ATL83FA040,1982-11-20,"AIKEN, SC",United States,AIKENS MUNICIPAL AIRPORT,Fatal(2),Destroyed,Airplane,N544JW,Cessna,411,Yes,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Go-around,Probable Cause,20-11-1983
3315,20020917X04302,ATL83FA039,1982-11-20,"ATLANTA, GA",United States,HARTSFIELD INTL,Non-Fatal,Destroyed,Airplane,N5058E,Aero Commander,680W,No,2.0,Turbo Prop,Unknown,0.0,2.0,0.0,0.0,IMC,Cruise,Probable Cause,20-11-1983
3316,20020917X05163,SEA83LA023,1982-11-20,"CASCADE LOCKS, OR",United States,CASCADE LOCKS ST. STATE,Non-Fatal,Substantial,Airplane,N8185P,Piper,PA-24-250,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,20-11-1983
3318,20020917X04941,MIA83LA034,1982-11-20,"LA BELLE, FL",United States,LA BELLE,Non-Fatal,Substantial,Airplane,N4678K,Cessna,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,20-11-1983
3319,20020917X04940,MIA83LA033,1982-11-20,"DAYTONA BEACH, FL",United States,SPRUCE CREEK,Non-Fatal,Substantial,Airplane,N7618C,North American,AT-6G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-11-1983
3321,20020917X04361,ATL83LA037,1982-11-20,"LAUREL, MD",United States,SUBURBAN AIRPORT,Non-Fatal,Substantial,Helicopter,N90701,Robinson,R-22,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,20-11-1983
3323,20020917X05164,SEA83LA024,1982-11-21,"SPANAWAY, WA",United States,SPANAWAY,Non-Fatal,Destroyed,Airplane,N2698V,Cessna,170,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,21-11-1983
3324,20020917X04909,MIA83FA031,1982-11-21,"MIRAMAR, FL",United States,OPA LOCKA WEST,Fatal(1),Destroyed,Airplane,N3677A,Piper,PA-22-135,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,21-11-1983
3325,20020917X04641,FTW83FA039,1982-11-21,"HENNESSEY, OK",United States,RACER PRIVATE,Fatal(3),Destroyed,Airplane,N9816W,Piper,PA-28-140,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,21-11-1983
3328,20020917X04708,FTW83LA045,1982-11-21,"MCKINNEY, TX",United States,MCKINNEY MUNI.,Non-Fatal,Substantial,Airplane,N6409M,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,21-11-1983
3329,20020917X04476,CHI83LA047,1982-11-21,"BATESVILLE, IN",United States,BATESVILLE,Non-Fatal,Substantial,Airplane,N4503R,Piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,21-11-1983
3330,20020917X04475,CHI83LA046,1982-11-21,"MILAN, MI",United States,MILAN,Non-Fatal,Substantial,Airplane,N8836K,Stinson,108,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,21-11-1983
3331,20020917X04474,CHI83LA045,1982-11-21,"WONEWOC, WI",United States,THREE CASTLES,Non-Fatal,Substantial,Airplane,N22WB,Pitts,S1S,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,21-11-1983
3332,20020917X04234,ANC83LA014,1982-11-21,"ANCHORAGE, AK",United States,ANCHORAGE,Non-Fatal,Substantial,Airplane,N7964V,Cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,21-11-1983
3335,20020917X04669,FTW83IA044,1982-11-22,"LITTLE ROCK, AR",United States,ADAMS,Incident,Minor,Airplane,N846AA,Boeing,727-223,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,23.0,IMC,Landing,Probable Cause,22-11-1983
3339,20020917X04568,DEN83LA024,1982-11-22,"ERIE, CO",United States,ERIE TRI COUNTY,Non-Fatal,Substantial,Airplane,N9611S,Bellanca,7ECA,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,22-11-1983
3340,20020917X04364,ATL83LA043,1982-11-22,"SPARTANBURG, SC",United States,SPARTANBURG DOWNTOWN AP.,Non-Fatal,Substantial,Airplane,N27SS,Aerosport,CHAMP,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,22-11-1983
3341,20020917X04237,ANC83LA017,1982-11-22,"CORDOVA, AK",United States,CORDOVA-MILE 13,Non-Fatal,Substantial,Airplane,N1461A,Piper,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,22-11-1983
3342,20020917X04236,ANC83LA016,1982-11-22,"NAKNEK, AK",United States,NAKNEK SEAPLANE,Non-Fatal,Substantial,Airplane,N2974C,Cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,22-11-1983
3344,20020917X04307,ATL83FA046,1982-11-23,"CULLMAN, AL",United States,FOLSOM,Fatal(2),Destroyed,Airplane,N18411,Beech,95-B55,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,23-11-1983
3345,20020917X04306,ATL83FA045,1982-11-23,"EDGEWATER, MD",United States,LEE,Non-Fatal,Substantial,Airplane,N2806V,Cessna,150M,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,23-11-1983
3346,20020917X04305,ATL83FA044,1982-11-23,"ALABASTER, AL",United States,SHELBY COUNTY,Non-Fatal,Substantial,Helicopter,N90218,Robinson,R-22,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,23-11-1983
3349,20020917X05096,NYC83LA031,1982-11-24,"MIDDLETOWN, PA",United States,OLMSTED FIELD,Non-Fatal,Substantial,Airplane,N5223V,Cessna,172RG,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,24-11-1983
3350,20020917X04947,MIA83LA041,1982-11-24,"TITUSVILLE, FL",United States,DUNN AIRPARK,Non-Fatal,Substantial,Airplane,N2727T,Beech,35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,24-11-1983
3351,20020917X04477,CHI83LA048,1982-11-24,"ROCKFORD, IL",United States,ROCKFORD,Non-Fatal,Substantial,Airplane,N6348B,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,24-11-1983
3353,20020917X04828,LAX83FVG04,1982-11-25,"LINCOLN, CA",United States,LINCOLN MUNICIPAL AIRPORT,Fatal(2),Destroyed,Airplane,N1411Q,Cessna,150L,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,25-11-1983
3355,20020917X05011,MKC83LA026,1982-11-25,"ST. CHARLES, MO",United States,ST. CHARLES,Non-Fatal,Substantial,Airplane,N9582J,Piper,PA28-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Descent,Probable Cause,25-11-1983
3359,20020917X04239,ANC83LA019,1982-11-25,"ANCHORAGE, AK",United States,LAKE HOOD,Non-Fatal,Substantial,Airplane,N4226H,Piper,PA-14,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-1983
3361,20020917X04827,LAX83FVG03,1982-11-26,"LINCOLN, CA",United States,LINCOLN MUNICIPAL,Fatal(2),Destroyed,Airplane,N1949H,Piper,PA-28-161,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,26-11-1983
3362,20020917X05058,NYC83FA032,1982-11-26,"MOUNT ALTON, PA",United States,BRADFORD REGIONAL,Non-Fatal,Substantial,Airplane,N9511H,Cessna,172H,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC,Cruise,Probable Cause,26-11-1983
3363,20020917X05012,MKC83LA027,1982-11-26,"NEOSHO, MO",United States,NEOSHO MEMORIAL,Non-Fatal,Substantial,Airplane,N88LG,Rockwell International,700,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,5.0,IMC,Landing,Probable Cause,26-11-1983
3364,20020917X04862,LAX83LA043,1982-11-26,"GLENDALE, AZ",United States,GLENDALE,Non-Fatal,Substantial,Airplane,N5251G,Continental,305,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-11-1983
